train_ep_lens_Average: 1000.0
train_ep_lens_Std: 0.0
train_ep_lens_Median: 1000.0
train_ep_lens_Min: 1000
train_ep_lens_Max: 1000
eval_ep_lens_Average: 1000.0
eval_ep_lens_Std: 0.0
eval_ep_lens_Median: 1000.0
eval_ep_lens_Min: 1000
eval_ep_lens_Max: 1000
train_returns_Average: 4713.6533
train_returns_Std: 12.196533
train_returns_Median: 4713.6533
train_returns_Min: 4701.4565
train_returns_Max: 4725.8496
eval_returns_Average: 4766.963
eval_returns_Std: 55.62622
eval_returns_Median: 4766.963
eval_returns_Min: 4711.3364
eval_returns_Max: 4822.589
Train_EnvstepsSoFar: 0
TimeSinceStart: 6.017435312271118
Training Loss: 0.0016225475
reward_Average: 4.713653
reward_Std: 1.0507793
reward_Median: 4.807543
reward_Min: -1.6958617
reward_Max: 7.336165
eval_reward_Average: 4.766963
eval_reward_Std: 1.006013
eval_reward_Median: 4.9016304
eval_reward_Min: -1.4777497
eval_reward_Max: 7.249871
Initial_DataCollection_AverageReturn: 4713.6533
