train_ep_lens_Average: 1000.0
train_ep_lens_Std: 0.0
train_ep_lens_Median: 1000.0
train_ep_lens_Min: 1000
train_ep_lens_Max: 1000
eval_ep_lens_Average: 1000.0
eval_ep_lens_Std: 0.0
eval_ep_lens_Median: 1000.0
eval_ep_lens_Min: 1000
eval_ep_lens_Max: 1000
train_returns_Average: 4713.6533
train_returns_Std: 12.196533
train_returns_Median: 4713.6533
train_returns_Min: 4701.4565
train_returns_Max: 4725.8496
eval_returns_Average: 4559.214
eval_returns_Std: 9.105713
eval_returns_Median: 4559.214
eval_returns_Min: 4550.108
eval_returns_Max: 4568.3193
Train_EnvstepsSoFar: 0
TimeSinceStart: 23.26227355003357
Training Loss: 0.0012957172
reward_Average: 4.713653
reward_Std: 1.0507793
reward_Median: 4.807543
reward_Min: -1.6958617
reward_Max: 7.336165
eval_reward_Average: 4.5592136
eval_reward_Std: 1.0103444
eval_reward_Median: 4.670498
eval_reward_Min: -1.541019
eval_reward_Max: 7.332076
Initial_DataCollection_AverageReturn: 4713.6533
